SAMPLE_NAME	JC2084_S48_R1_001
GSP2_81_UNIQUE_START_SITES	100
GSP2_81_UNIQUE_START_SITES_PERCENT	0.944
GSP2_82_NAME	KRAS_chr12_25380283_27_-_A1_GSP2
GSP2_82_TYPE	TARGET
GSP2_82_UNIQUE_READS	166
GSP2_82_RAW_READS	2064
GSP2_82_UNIQUE_READS_PERCENT	0.675
GSP2_82_UNIQUE_RNA_READS	4
GSP2_82_UNIQUE_RNA_READS_PERCENT	0.507
GSP2_82_UNIQUE_RNA_START_SITES	3
GSP2_82_UNIQUE_RNA_START_SITES_PERCENT	0.424
GSP2_82_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	139.0
GSP2_82_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	127.0
GSP2_82_UNIQUE_DNA_READS	29
GSP2_82_UNIQUE_DNA_READS_PERCENT	0.222
GSP2_82_UNIQUE_DNA_START_SITES	19
GSP2_82_UNIQUE_DNA_START_SITES_PERCENT	0.291
GSP2_82_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	182.655172414
GSP2_82_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	160
GSP2_82_UNIQUE_AMBIG_READS	133
GSP2_82_UNIQUE_AMBIG_READS_PERCENT	1.235
GSP2_82_UNIQUE_AMBIG_START_SITES	56
GSP2_82_UNIQUE_AMBIG_START_SITES_PERCENT	1.257
GSP2_82_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	81.7218045113
GSP2_82_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	82
GSP2_82_UNIQUE_START_SITES	78
GSP2_82_UNIQUE_START_SITES_PERCENT	0.736
GSP2_83_NAME	KRAS_chr12_25398239_29_+_A1_GSP2
GSP2_83_TYPE	TARGET
GSP2_83_UNIQUE_READS	175
GSP2_83_RAW_READS	2416
GSP2_83_UNIQUE_READS_PERCENT	0.711
GSP2_83_UNIQUE_RNA_READS	8
GSP2_83_UNIQUE_RNA_READS_PERCENT	1.014
GSP2_83_UNIQUE_RNA_START_SITES	8
GSP2_83_UNIQUE_RNA_START_SITES_PERCENT	1.130
GSP2_83_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	160.75
GSP2_83_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	137.5
GSP2_83_UNIQUE_DNA_READS	79
GSP2_83_UNIQUE_DNA_READS_PERCENT	0.605
GSP2_83_UNIQUE_DNA_START_SITES	56
GSP2_83_UNIQUE_DNA_START_SITES_PERCENT	0.856
GSP2_83_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	174.417721519
GSP2_83_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	143
GSP2_83_UNIQUE_AMBIG_READS	88
GSP2_83_UNIQUE_AMBIG_READS_PERCENT	0.817
GSP2_83_UNIQUE_AMBIG_START_SITES	41
GSP2_83_UNIQUE_AMBIG_START_SITES_PERCENT	0.920
GSP2_83_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	64.875
GSP2_83_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	66.5
GSP2_83_UNIQUE_START_SITES	105
GSP2_83_UNIQUE_START_SITES_PERCENT	0.991
GSP2_84_NAME	KRAS_chr12_25398296_32_-_A1_GSP2
GSP2_84_TYPE	TARGET
GSP2_84_UNIQUE_READS	102
GSP2_84_RAW_READS	1773
GSP2_84_UNIQUE_READS_PERCENT	0.415
GSP2_84_UNIQUE_RNA_READS	1
GSP2_84_UNIQUE_RNA_READS_PERCENT	0.127
GSP2_84_UNIQUE_RNA_START_SITES	1
GSP2_84_UNIQUE_RNA_START_SITES_PERCENT	0.141
GSP2_84_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	124.0
GSP2_84_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	124
GSP2_84_UNIQUE_DNA_READS	21
GSP2_84_UNIQUE_DNA_READS_PERCENT	0.161
GSP2_84_UNIQUE_DNA_START_SITES	18
GSP2_84_UNIQUE_DNA_START_SITES_PERCENT	0.275
GSP2_84_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	129.476190476
GSP2_84_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	142
GSP2_84_UNIQUE_AMBIG_READS	80
GSP2_84_UNIQUE_AMBIG_READS_PERCENT	0.743
GSP2_84_UNIQUE_AMBIG_START_SITES	43
GSP2_84_UNIQUE_AMBIG_START_SITES_PERCENT	0.965
GSP2_84_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	79.4875
GSP2_84_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	77
GSP2_84_UNIQUE_START_SITES	62
GSP2_84_UNIQUE_START_SITES_PERCENT	0.585
GSP2_85_NAME	MAP2K1_chr15_66727416_19_+_A1_GSP2
GSP2_85_TYPE	TARGET
GSP2_85_UNIQUE_READS	188
GSP2_85_RAW_READS	1527
GSP2_85_UNIQUE_READS_PERCENT	0.764
GSP2_85_UNIQUE_RNA_READS	12
GSP2_85_UNIQUE_RNA_READS_PERCENT	1.521
GSP2_85_UNIQUE_RNA_START_SITES	12
GSP2_85_UNIQUE_RNA_START_SITES_PERCENT	1.695
GSP2_85_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	117.666666667
GSP2_85_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	98.5
GSP2_85_UNIQUE_DNA_READS	3
GSP2_85_UNIQUE_DNA_READS_PERCENT	0.023
GSP2_85_UNIQUE_DNA_START_SITES	2
GSP2_85_UNIQUE_DNA_START_SITES_PERCENT	0.031
GSP2_85_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	185.333333333
GSP2_85_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	182
GSP2_85_UNIQUE_AMBIG_READS	173
GSP2_85_UNIQUE_AMBIG_READS_PERCENT	1.607
GSP2_85_UNIQUE_AMBIG_START_SITES	76
GSP2_85_UNIQUE_AMBIG_START_SITES_PERCENT	1.706
GSP2_85_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	81.5722543353
GSP2_85_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	78
GSP2_85_UNIQUE_START_SITES	90
GSP2_85_UNIQUE_START_SITES_PERCENT	0.849
GSP2_86_NAME	MAP2K1_chr15_66727516_21_-_A1_GSP2
GSP2_86_TYPE	TARGET
GSP2_86_UNIQUE_READS	155
GSP2_86_RAW_READS	6666
GSP2_86_UNIQUE_READS_PERCENT	0.630
GSP2_86_UNIQUE_RNA_READS	2
GSP2_86_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_86_UNIQUE_RNA_START_SITES	2
GSP2_86_UNIQUE_RNA_START_SITES_PERCENT	0.282
GSP2_86_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	136.0
GSP2_86_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	136.0
GSP2_86_UNIQUE_DNA_READS	5
GSP2_86_UNIQUE_DNA_READS_PERCENT	0.038
GSP2_86_UNIQUE_DNA_START_SITES	5
GSP2_86_UNIQUE_DNA_START_SITES_PERCENT	0.076
GSP2_86_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	258.4
GSP2_86_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	252
GSP2_86_UNIQUE_AMBIG_READS	148
GSP2_86_UNIQUE_AMBIG_READS_PERCENT	1.375
GSP2_86_UNIQUE_AMBIG_START_SITES	60
GSP2_86_UNIQUE_AMBIG_START_SITES_PERCENT	1.347
GSP2_86_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	70.9391891892
GSP2_86_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	67
GSP2_86_UNIQUE_START_SITES	67
GSP2_86_UNIQUE_START_SITES_PERCENT	0.632
GSP2_87_NAME	MAP2K1_chr15_66729086_25_+_A1_GSP2
GSP2_87_TYPE	TARGET
GSP2_87_UNIQUE_READS	131
GSP2_87_RAW_READS	6688
GSP2_87_UNIQUE_READS_PERCENT	0.532
GSP2_87_UNIQUE_RNA_READS	6
GSP2_87_UNIQUE_RNA_READS_PERCENT	0.760
GSP2_87_UNIQUE_RNA_START_SITES	6
GSP2_87_UNIQUE_RNA_START_SITES_PERCENT	0.847
GSP2_87_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	140.833333333
GSP2_87_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	116.0
GSP2_87_UNIQUE_DNA_READS	12
GSP2_87_UNIQUE_DNA_READS_PERCENT	0.092
GSP2_87_UNIQUE_DNA_START_SITES	12
GSP2_87_UNIQUE_DNA_START_SITES_PERCENT	0.183
GSP2_87_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	228.75
GSP2_87_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	236.0
GSP2_87_UNIQUE_AMBIG_READS	113
GSP2_87_UNIQUE_AMBIG_READS_PERCENT	1.050
GSP2_87_UNIQUE_AMBIG_START_SITES	53
GSP2_87_UNIQUE_AMBIG_START_SITES_PERCENT	1.190
GSP2_87_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	77.8849557522
GSP2_87_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	72
GSP2_87_UNIQUE_START_SITES	71
GSP2_87_UNIQUE_START_SITES_PERCENT	0.670
GSP2_88_NAME	MAP2K1_chr15_66729204_25_-_A1_GSP2
GSP2_88_TYPE	TARGET
GSP2_88_UNIQUE_READS	97
GSP2_88_RAW_READS	631
GSP2_88_UNIQUE_READS_PERCENT	0.394
GSP2_88_UNIQUE_RNA_READS	4
GSP2_88_UNIQUE_RNA_READS_PERCENT	0.507
GSP2_88_UNIQUE_RNA_START_SITES	4
GSP2_88_UNIQUE_RNA_START_SITES_PERCENT	0.565
GSP2_88_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	84.25
GSP2_88_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	80.0
GSP2_88_UNIQUE_DNA_READS	8
GSP2_88_UNIQUE_DNA_READS_PERCENT	0.061
GSP2_88_UNIQUE_DNA_START_SITES	8
GSP2_88_UNIQUE_DNA_START_SITES_PERCENT	0.122
GSP2_88_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	196.125
GSP2_88_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	210.5
GSP2_88_UNIQUE_AMBIG_READS	85
GSP2_88_UNIQUE_AMBIG_READS_PERCENT	0.790
GSP2_88_UNIQUE_AMBIG_START_SITES	55
GSP2_88_UNIQUE_AMBIG_START_SITES_PERCENT	1.235
GSP2_88_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	75.0235294118
GSP2_88_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	70
GSP2_88_UNIQUE_START_SITES	67
GSP2_88_UNIQUE_START_SITES_PERCENT	0.632
GSP2_89_NAME	MAP2K2_chr19_4110509_25_+_A1_GSP2
GSP2_89_TYPE	TARGET
GSP2_89_UNIQUE_READS	118
GSP2_89_RAW_READS	1937
GSP2_89_UNIQUE_READS_PERCENT	0.480
GSP2_89_UNIQUE_RNA_READS	2
GSP2_89_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_89_UNIQUE_RNA_START_SITES	2
GSP2_89_UNIQUE_RNA_START_SITES_PERCENT	0.282
GSP2_89_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	170.5
GSP2_89_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	170.5
GSP2_89_UNIQUE_DNA_READS	11
GSP2_89_UNIQUE_DNA_READS_PERCENT	0.084
GSP2_89_UNIQUE_DNA_START_SITES	10
GSP2_89_UNIQUE_DNA_START_SITES_PERCENT	0.153
GSP2_89_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	201.454545455
GSP2_89_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	208
GSP2_89_UNIQUE_AMBIG_READS	105
GSP2_89_UNIQUE_AMBIG_READS_PERCENT	0.975
GSP2_89_UNIQUE_AMBIG_START_SITES	54
GSP2_89_UNIQUE_AMBIG_START_SITES_PERCENT	1.212
GSP2_89_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	75.5714285714
GSP2_89_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	67
GSP2_89_UNIQUE_START_SITES	66
GSP2_89_UNIQUE_START_SITES_PERCENT	0.623
GSP2_90_NAME	MAP2K2_chr19_4110593_18_-_A1_GSP2
GSP2_90_TYPE	TARGET
GSP2_90_UNIQUE_READS	165
GSP2_90_RAW_READS	6218
GSP2_90_UNIQUE_READS_PERCENT	0.671
GSP2_90_UNIQUE_RNA_READS	1
GSP2_90_UNIQUE_RNA_READS_PERCENT	0.127
GSP2_90_UNIQUE_RNA_START_SITES	1
GSP2_90_UNIQUE_RNA_START_SITES_PERCENT	0.141
GSP2_90_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	61.0
GSP2_90_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	61
GSP2_90_UNIQUE_DNA_READS	25
GSP2_90_UNIQUE_DNA_READS_PERCENT	0.192
GSP2_90_UNIQUE_DNA_START_SITES	23
GSP2_90_UNIQUE_DNA_START_SITES_PERCENT	0.352
GSP2_90_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	180.2
GSP2_90_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	150
GSP2_90_UNIQUE_AMBIG_READS	139
GSP2_90_UNIQUE_AMBIG_READS_PERCENT	1.291
GSP2_90_UNIQUE_AMBIG_START_SITES	50
GSP2_90_UNIQUE_AMBIG_START_SITES_PERCENT	1.122
GSP2_90_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	69.381294964
GSP2_90_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	69
GSP2_90_UNIQUE_START_SITES	74
GSP2_90_UNIQUE_START_SITES_PERCENT	0.698
GSP2_91_NAME	MET_chr7_116411809_24_+_A1_GSP2
GSP2_91_TYPE	TARGET
GSP2_91_UNIQUE_READS	68
GSP2_91_RAW_READS	2310
GSP2_91_UNIQUE_READS_PERCENT	0.276
GSP2_91_UNIQUE_RNA_READS	3
GSP2_91_UNIQUE_RNA_READS_PERCENT	0.380
GSP2_91_UNIQUE_RNA_START_SITES	3
GSP2_91_UNIQUE_RNA_START_SITES_PERCENT	0.424
GSP2_91_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	102.0
GSP2_91_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	109
GSP2_91_UNIQUE_DNA_READS	65
GSP2_91_UNIQUE_DNA_READS_PERCENT	0.498
GSP2_91_UNIQUE_DNA_START_SITES	40
GSP2_91_UNIQUE_DNA_START_SITES_PERCENT	0.612
GSP2_91_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	82.9538461538
GSP2_91_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	63
GSP2_91_UNIQUE_AMBIG_READS	0
GSP2_91_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_91_UNIQUE_AMBIG_START_SITES	0
GSP2_91_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_91_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_91_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_91_UNIQUE_START_SITES	43
GSP2_91_UNIQUE_START_SITES_PERCENT	0.406
GSP2_92_NAME	MET_chr7_116411855_27_+_A1_GSP2
GSP2_92_TYPE	TARGET
GSP2_92_UNIQUE_READS	151
GSP2_92_RAW_READS	2744
GSP2_92_UNIQUE_READS_PERCENT	0.614
GSP2_92_UNIQUE_RNA_READS	2
GSP2_92_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_92_UNIQUE_RNA_START_SITES	2
GSP2_92_UNIQUE_RNA_START_SITES_PERCENT	0.282
GSP2_92_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	135.0
GSP2_92_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	135.0
GSP2_92_UNIQUE_DNA_READS	149
GSP2_92_UNIQUE_DNA_READS_PERCENT	1.142
GSP2_92_UNIQUE_DNA_START_SITES	70
GSP2_92_UNIQUE_DNA_START_SITES_PERCENT	1.070
GSP2_92_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	89.2684563758
GSP2_92_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	73
GSP2_92_UNIQUE_AMBIG_READS	0
GSP2_92_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_92_UNIQUE_AMBIG_START_SITES	0
GSP2_92_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_92_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_92_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_92_UNIQUE_START_SITES	72
GSP2_92_UNIQUE_START_SITES_PERCENT	0.679
GSP2_93_NAME	MET_chr7_116411903_24_-_A1_GSP2
GSP2_93_TYPE	TARGET
GSP2_93_UNIQUE_READS	114
GSP2_93_RAW_READS	4880
GSP2_93_UNIQUE_READS_PERCENT	0.463
GSP2_93_UNIQUE_RNA_READS	2
GSP2_93_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_93_UNIQUE_RNA_START_SITES	1
GSP2_93_UNIQUE_RNA_START_SITES_PERCENT	0.141
GSP2_93_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	199.0
GSP2_93_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	199
GSP2_93_UNIQUE_DNA_READS	112
GSP2_93_UNIQUE_DNA_READS_PERCENT	0.858
GSP2_93_UNIQUE_DNA_START_SITES	60
GSP2_93_UNIQUE_DNA_START_SITES_PERCENT	0.917
GSP2_93_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	85.0803571429
GSP2_93_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	64
GSP2_93_UNIQUE_AMBIG_READS	0
GSP2_93_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_93_UNIQUE_AMBIG_START_SITES	0
GSP2_93_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_93_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_93_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_93_UNIQUE_START_SITES	61
GSP2_93_UNIQUE_START_SITES_PERCENT	0.576
GSP2_94_NAME	MET_chr7_116411933_28_+_A1_GSP2
GSP2_94_TYPE	TARGET
GSP2_94_UNIQUE_READS	133
GSP2_94_RAW_READS	1717
GSP2_94_UNIQUE_READS_PERCENT	0.541
GSP2_94_UNIQUE_RNA_READS	0
GSP2_94_UNIQUE_RNA_READS_PERCENT	0.000
GSP2_94_UNIQUE_RNA_START_SITES	0
GSP2_94_UNIQUE_RNA_START_SITES_PERCENT	0.000
GSP2_94_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	0
GSP2_94_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_94_UNIQUE_DNA_READS	34
GSP2_94_UNIQUE_DNA_READS_PERCENT	0.261
GSP2_94_UNIQUE_DNA_START_SITES	24
GSP2_94_UNIQUE_DNA_START_SITES_PERCENT	0.367
GSP2_94_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	163.5
GSP2_94_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	138.5
GSP2_94_UNIQUE_AMBIG_READS	99
GSP2_94_UNIQUE_AMBIG_READS_PERCENT	0.920
GSP2_94_UNIQUE_AMBIG_START_SITES	45
GSP2_94_UNIQUE_AMBIG_START_SITES_PERCENT	1.010
GSP2_94_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	74.5353535354
GSP2_94_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	74
GSP2_94_UNIQUE_START_SITES	69
GSP2_94_UNIQUE_START_SITES_PERCENT	0.651
GSP2_95_NAME	MET_chr7_116411974_29_-_A1_GSP2
GSP2_95_TYPE	TARGET
GSP2_95_UNIQUE_READS	128
GSP2_95_RAW_READS	3338
GSP2_95_UNIQUE_READS_PERCENT	0.520
GSP2_95_UNIQUE_RNA_READS	3
GSP2_95_UNIQUE_RNA_READS_PERCENT	0.380
GSP2_95_UNIQUE_RNA_START_SITES	3
GSP2_95_UNIQUE_RNA_START_SITES_PERCENT	0.424
GSP2_95_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	128.333333333
GSP2_95_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	102
GSP2_95_UNIQUE_DNA_READS	32
GSP2_95_UNIQUE_DNA_READS_PERCENT	0.245
GSP2_95_UNIQUE_DNA_START_SITES	27
GSP2_95_UNIQUE_DNA_START_SITES_PERCENT	0.413
GSP2_95_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	150.34375
GSP2_95_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	132.5
GSP2_95_UNIQUE_AMBIG_READS	93
GSP2_95_UNIQUE_AMBIG_READS_PERCENT	0.864
GSP2_95_UNIQUE_AMBIG_START_SITES	44
GSP2_95_UNIQUE_AMBIG_START_SITES_PERCENT	0.988
GSP2_95_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	68.1720430108
GSP2_95_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	71
GSP2_95_UNIQUE_START_SITES	74
GSP2_95_UNIQUE_START_SITES_PERCENT	0.698
GSP2_96_NAME	MET_chr7_116411988_34_+_A1_GSP2
GSP2_96_TYPE	TARGET
GSP2_96_UNIQUE_READS	133
GSP2_96_RAW_READS	1057
GSP2_96_UNIQUE_READS_PERCENT	0.541
GSP2_96_UNIQUE_RNA_READS	0
GSP2_96_UNIQUE_RNA_READS_PERCENT	0.000
GSP2_96_UNIQUE_RNA_START_SITES	0
GSP2_96_UNIQUE_RNA_START_SITES_PERCENT	0.000
GSP2_96_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	0
GSP2_96_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_96_UNIQUE_DNA_READS	89
GSP2_96_UNIQUE_DNA_READS_PERCENT	0.682
GSP2_96_UNIQUE_DNA_START_SITES	47
GSP2_96_UNIQUE_DNA_START_SITES_PERCENT	0.719
GSP2_96_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	107.056179775
GSP2_96_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	88
GSP2_96_UNIQUE_AMBIG_READS	44
GSP2_96_UNIQUE_AMBIG_READS_PERCENT	0.409
GSP2_96_UNIQUE_AMBIG_START_SITES	16
GSP2_96_UNIQUE_AMBIG_START_SITES_PERCENT	0.359
GSP2_96_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	48.1363636364
GSP2_96_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	50
GSP2_96_UNIQUE_START_SITES	63
GSP2_96_UNIQUE_START_SITES_PERCENT	0.595
GSP2_97_NAME	MET_chr7_116412078_25_-_A1_GSP2
GSP2_97_TYPE	TARGET
GSP2_97_UNIQUE_READS	127
GSP2_97_RAW_READS	3334
GSP2_97_UNIQUE_READS_PERCENT	0.516
GSP2_97_UNIQUE_RNA_READS	2
GSP2_97_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_97_UNIQUE_RNA_START_SITES	2
GSP2_97_UNIQUE_RNA_START_SITES_PERCENT	0.282
GSP2_97_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	140.5
GSP2_97_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	140.5
GSP2_97_UNIQUE_DNA_READS	125
GSP2_97_UNIQUE_DNA_READS_PERCENT	0.958
GSP2_97_UNIQUE_DNA_START_SITES	61
GSP2_97_UNIQUE_DNA_START_SITES_PERCENT	0.933
GSP2_97_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	83.672
GSP2_97_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	79
GSP2_97_UNIQUE_AMBIG_READS	0
GSP2_97_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_97_UNIQUE_AMBIG_START_SITES	0
GSP2_97_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_97_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_97_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_97_UNIQUE_START_SITES	62
GSP2_97_UNIQUE_START_SITES_PERCENT	0.585
GSP2_98_NAME	MTOR_chr1_11177059_30_+_A1_GSP2
GSP2_98_TYPE	TARGET
GSP2_98_UNIQUE_READS	176
GSP2_98_RAW_READS	4431
GSP2_98_UNIQUE_READS_PERCENT	0.715
GSP2_98_UNIQUE_RNA_READS	2
GSP2_98_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_98_UNIQUE_RNA_START_SITES	2
GSP2_98_UNIQUE_RNA_START_SITES_PERCENT	0.282
GSP2_98_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	190.5
GSP2_98_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	190.5
GSP2_98_UNIQUE_DNA_READS	66
GSP2_98_UNIQUE_DNA_READS_PERCENT	0.506
GSP2_98_UNIQUE_DNA_START_SITES	42
GSP2_98_UNIQUE_DNA_START_SITES_PERCENT	0.642
GSP2_98_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	156.409090909
GSP2_98_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	129.5
GSP2_98_UNIQUE_AMBIG_READS	108
GSP2_98_UNIQUE_AMBIG_READS_PERCENT	1.003
GSP2_98_UNIQUE_AMBIG_START_SITES	31
GSP2_98_UNIQUE_AMBIG_START_SITES_PERCENT	0.696
GSP2_98_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	56.9722222222
GSP2_98_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	54
GSP2_98_UNIQUE_START_SITES	75
GSP2_98_UNIQUE_START_SITES_PERCENT	0.708
GSP2_99_NAME	MTOR_chr1_11177102_30_-_A1_GSP2
GSP2_99_TYPE	TARGET
GSP2_99_UNIQUE_READS	133
GSP2_99_RAW_READS	2777
GSP2_99_UNIQUE_READS_PERCENT	0.541
GSP2_99_UNIQUE_RNA_READS	0
GSP2_99_UNIQUE_RNA_READS_PERCENT	0.000
GSP2_99_UNIQUE_RNA_START_SITES	0
GSP2_99_UNIQUE_RNA_START_SITES_PERCENT	0.000
GSP2_99_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	0
GSP2_99_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_99_UNIQUE_DNA_READS	63
GSP2_99_UNIQUE_DNA_READS_PERCENT	0.483
GSP2_99_UNIQUE_DNA_START_SITES	43
GSP2_99_UNIQUE_DNA_START_SITES_PERCENT	0.657
GSP2_99_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	137.904761905
GSP2_99_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	112
GSP2_99_UNIQUE_AMBIG_READS	70
GSP2_99_UNIQUE_AMBIG_READS_PERCENT	0.650
GSP2_99_UNIQUE_AMBIG_START_SITES	28
GSP2_99_UNIQUE_AMBIG_START_SITES_PERCENT	0.629
GSP2_99_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	55.8714285714
GSP2_99_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	57.0
GSP2_99_UNIQUE_START_SITES	71
GSP2_99_UNIQUE_START_SITES_PERCENT	0.670
